food_id,risk_compound,confidence,method
PF-296,potassium,0.9,keyword
PF-296,rapid_carb,0.9,keyword
PF-296,sodium,0.9,keyword
PF-296,tyramine,0.9,keyword
PF-296,vitamin_k,0.9,keyword
PF-297,added_sugar,0.9,keyword
PF-297,potassium,0.9,keyword
PF-297,saturated_fat,0.4,llm
PF-297,sodium,0.9,keyword
PF-297,soy_allergen,0.9,keyword
PF-297,tyramine,0.9,keyword
PF-298,nut_allergen,0.9,keyword
PF-298,sodium,0.9,keyword
PF-299,gluten_allergen,0.9,keyword
PF-299,rapid_carb,0.9,keyword
PF-299,sodium,0.9,keyword
PF-3,added_sugar,0.9,keyword
PF-3,gluten_allergen,0.9,keyword
PF-3,milk_allergen,0.9,keyword
PF-3,rapid_carb,0.9,keyword
PF-3,saturated_fat,0.9,keyword
PF-3,sodium,0.9,keyword
PF-3,soy_allergen,0.9,keyword
PF-3,trans_fat,0.9,keyword
PF-30,added_sugar,0.9,keyword
PF-30,gluten_allergen,0.9,keyword
PF-30,milk_allergen,0.9,keyword
PF-30,nut_allergen,0.9,keyword
PF-30,rapid_carb,0.9,keyword
PF-30,saturated_fat,0.6,llm
PF-30,sodium,0.9,keyword
PF-30,soy_allergen,0.9,keyword
PF-300,potassium,0.9,keyword
PF-300,saturated_fat,0.4,llm
PF-300,sodium,0.9,keyword
PF-301,potassium,0.9,keyword
PF-301,rapid_carb,0.9,keyword
PF-301,sodium,0.9,keyword
PF-302,added_sugar,0.9,keyword
PF-302,gluten_allergen,0.9,keyword
PF-302,milk_allergen,0.9,keyword
PF-302,rapid_carb,0.9,keyword
PF-302,saturated_fat,0.4,llm
PF-302,sodium,0.9,keyword
PF-303,added_sugar,0.9,keyword
PF-303,potassium,0.9,keyword
PF-303,rapid_carb,0.9,keyword
PF-303,saturated_fat,0.9,keyword
PF-303,sodium,0.9,keyword
PF-304,milk_allergen,0.9,keyword
PF-304,potassium,0.9,keyword
PF-304,saturated_fat,0.9,keyword
PF-304,sodium,0.9,keyword
PF-304,soy_allergen,0.9,keyword
PF-304,vitamin_k,0.9,keyword
PF-305,potassium,0.9,keyword
PF-305,saturated_fat,0.9,keyword
PF-305,sodium,0.9,keyword
PF-306,added_sugar,0.9,keyword
PF-306,potassium,0.9,keyword
PF-306,rapid_carb,0.9,keyword
PF-306,saturated_fat,0.4,llm
PF-306,sodium,0.9,keyword
PF-307,potassium,0.9,keyword
PF-307,saturated_fat,0.9,keyword
PF-307,sodium,0.9,keyword
PF-308,added_sugar,0.9,keyword
PF-308,nut_allergen,0.9,keyword
PF-308,potassium,0.9,keyword
PF-308,rapid_carb,0.9,keyword
PF-308,sodium,0.9,keyword
PF-309,potassium,0.9,keyword
PF-309,saturated_fat,0.9,keyword
PF-309,sodium,0.9,keyword
PF-31,added_sugar,0.9,keyword
PF-31,gluten_allergen,0.9,keyword
PF-31,milk_allergen,0.9,keyword
PF-31,nut_allergen,0.9,keyword
PF-31,rapid_carb,0.9,keyword
PF-31,saturated_fat,0.4,llm
PF-31,sodium,0.9,keyword
PF-31,soy_allergen,0.9,keyword
PF-310,added_sugar,0.9,keyword
PF-310,calcium_mineral_chelation,0.9,keyword
PF-310,sodium,0.9,keyword
PF-310,soy_allergen,0.9,keyword
PF-311,rapid_carb,0.9,keyword
PF-311,saturated_fat,0.4,llm
PF-311,sesame_allergen,0.9,keyword
PF-311,sodium,0.9,keyword
PF-312,added_sugar,0.9,keyword
PF-312,potassium,0.9,keyword
PF-312,rapid_carb,0.9,keyword
PF-312,saturated_fat,0.9,keyword
PF-312,sodium,0.9,keyword
PF-313,gluten_allergen,0.9,keyword
PF-313,potassium,0.9,keyword
PF-313,rapid_carb,0.9,keyword
PF-313,saturated_fat,0.9,keyword
PF-313,sodium,0.9,keyword
PF-314,calcium_mineral_chelation,0.9,keyword
PF-314,milk_allergen,0.9,keyword
PF-314,rapid_carb,0.9,keyword
PF-315,added_sugar,0.9,keyword
PF-315,potassium,0.9,keyword
PF-315,rapid_carb,0.9,keyword
PF-315,saturated_fat,0.9,keyword
PF-315,sodium,0.9,keyword
PF-315,tyramine,0.9,keyword
PF-316,added_sugar,0.9,keyword
PF-316,calcium_mineral_chelation,0.9,keyword
PF-316,histamine,0.7,keyword
PF-316,milk_allergen,0.9,keyword
PF-316,sodium,0.9,keyword
PF-316,soy_allergen,0.9,keyword
PF-316,vitamin_k,0.9,keyword
PF-317,potassium,0.9,keyword
PF-317,saturated_fat,0.4,llm
PF-317,sodium,0.9,keyword
PF-318,added_sugar,0.9,keyword
PF-318,rapid_carb,0.9,keyword
PF-318,sodium,0.9,keyword
PF-319,added_sugar,0.9,keyword
PF-319,milk_allergen,0.9,keyword
PF-319,nut_allergen,0.9,keyword
PF-32,added_sugar,0.9,keyword
PF-32,gluten_allergen,0.9,keyword
PF-32,milk_allergen,0.9,keyword
PF-32,nut_allergen,0.9,keyword
PF-32,potassium,0.9,keyword
PF-32,rapid_carb,0.9,keyword
PF-32,saturated_fat,0.9,keyword
PF-32,sodium,0.9,keyword
PF-320,added_sugar,0.9,keyword
PF-320,milk_allergen,0.9,keyword
PF-320,sodium,0.9,keyword
PF-320,tyramine,0.9,keyword
PF-321,added_sugar,0.9,keyword
PF-321,milk_allergen,0.9,keyword
PF-321,rapid_carb,0.9,keyword
PF-321,sodium,0.9,keyword
PF-321,vitamin_k,0.9,keyword
PF-322,added_sugar,0.9,keyword
PF-322,sodium,0.75,llm
PF-323,added_sugar,0.9,keyword
PF-323,potassium,0.5,llm
PF-323,saturated_fat,0.4,llm
PF-323,sodium,0.9,keyword
PF-323,tyramine,0.9,keyword
PF-324,added_sugar,0.9,keyword
PF-324,milk_allergen,0.9,keyword
PF-324,rapid_carb,0.9,keyword
PF-324,saturated_fat,0.4,llm
PF-324,sodium,0.9,keyword
PF-325,rapid_carb,0.9,keyword
PF-325,sodium,0.9,keyword
PF-326,added_sugar,0.9,keyword
PF-326,milk_allergen,0.9,keyword
PF-326,rapid_carb,0.9,keyword
PF-326,saturated_fat,0.4,llm
PF-326,sodium,0.9,keyword
PF-327,added_sugar,0.9,keyword
PF-327,milk_allergen,0.9,keyword
PF-327,rapid_carb,0.9,keyword
PF-327,saturated_fat,0.4,llm
PF-327,sodium,0.9,keyword
PF-328,gluten_allergen,0.9,keyword
PF-328,potassium,0.9,keyword
PF-328,rapid_carb,0.9,keyword
PF-328,saturated_fat,0.4,llm
PF-328,sodium,0.9,keyword
PF-328,tyramine,0.9,keyword
PF-329,added_sugar,0.9,keyword
PF-329,potassium,0.9,keyword
PF-329,rapid_carb,0.9,keyword
PF-329,saturated_fat,0.4,llm
PF-329,sodium,0.9,keyword
PF-329,tyramine,0.9,keyword
PF-33,added_sugar,0.9,keyword
PF-33,gluten_allergen,0.9,keyword
PF-33,milk_allergen,0.9,keyword
PF-33,rapid_carb,0.9,keyword
PF-33,saturated_fat,0.9,keyword
PF-33,sodium,0.9,keyword
PF-330,added_sugar,0.9,keyword
PF-330,potassium,0.9,keyword
PF-330,rapid_carb,0.9,keyword
PF-330,saturated_fat,0.4,llm
PF-330,sodium,0.9,keyword
PF-331,added_sugar,0.9,keyword
PF-331,potassium,0.5,llm
PF-331,rapid_carb,0.9,keyword
PF-331,saturated_fat,0.9,keyword
PF-331,sodium,0.9,keyword
PF-331,soy_allergen,0.9,keyword
PF-331,tyramine,0.9,keyword
PF-332,saturated_fat,0.4,llm
PF-332,sodium,0.9,keyword
PF-333,nut_allergen,0.9,keyword
PF-333,saturated_fat,0.4,llm
PF-333,sodium,0.9,keyword
PF-334,gluten_allergen,0.9,keyword
PF-334,nut_allergen,0.9,keyword
PF-334,potassium,0.9,keyword
PF-334,rapid_carb,0.9,keyword
PF-334,saturated_fat,0.9,keyword
PF-334,sesame_allergen,0.9,keyword
PF-334,sodium,0.9,keyword
PF-335,added_sugar,0.9,keyword
PF-335,gluten_allergen,0.7,llm
PF-335,rapid_carb,0.9,keyword
PF-335,saturated_fat,0.9,keyword
PF-335,sodium,0.9,keyword
PF-335,soy_allergen,0.9,keyword
PF-335,trans_fat,0.9,keyword
PF-336,added_sugar,0.9,keyword
PF-336,nut_allergen,0.9,keyword
PF-336,potassium,0.9,keyword
PF-336,saturated_fat,0.9,keyword
PF-336,sesame_allergen,0.9,keyword
PF-336,sodium,0.9,keyword
PF-337,added_sugar,0.9,keyword
PF-337,nut_allergen,0.9,keyword
PF-337,rapid_carb,0.9,keyword
PF-337,saturated_fat,0.9,keyword
PF-337,sodium,0.9,keyword
PF-339,added_sugar,0.9,keyword
PF-339,nut_allergen,0.9,keyword
PF-339,potassium,0.9,keyword
PF-339,rapid_carb,0.9,keyword
PF-339,saturated_fat,0.4,llm
PF-339,sesame_allergen,0.9,keyword
PF-339,sodium,0.9,keyword
PF-34,added_sugar,0.9,keyword
PF-34,caffeine,0.9,keyword
PF-34,gluten_allergen,0.9,keyword
PF-34,rapid_carb,0.9,keyword
PF-34,saturated_fat,0.9,keyword
PF-34,sodium,0.9,keyword
PF-34,soy_allergen,0.9,keyword
PF-340,rapid_carb,0.9,keyword
PF-340,saturated_fat,0.9,keyword
PF-341,added_sugar,0.9,keyword
PF-341,nut_allergen,0.9,keyword
PF-341,potassium,0.9,keyword
PF-341,saturated_fat,0.9,keyword
PF-341,sodium,0.9,keyword
PF-342,nut_allergen,0.9,keyword
PF-342,rapid_carb,0.9,keyword
PF-342,saturated_fat,0.9,keyword
PF-342,sodium,0.9,keyword
PF-343,added_sugar,0.9,keyword
PF-343,potassium,0.5,llm
PF-343,rapid_carb,0.9,keyword
PF-343,saturated_fat,0.9,keyword
PF-343,sodium,0.9,keyword
PF-344,potassium,0.9,keyword
PF-344,saturated_fat,0.9,keyword
PF-344,sodium,0.9,keyword
PF-345,gluten_allergen,0.9,keyword
PF-345,nut_allergen,0.9,keyword
PF-345,rapid_carb,0.9,keyword
PF-345,saturated_fat,0.9,keyword
PF-345,sodium,0.9,keyword
PF-346,added_sugar,0.9,keyword
PF-346,gluten_allergen,0.9,keyword
PF-346,nut_allergen,0.9,keyword
PF-346,rapid_carb,0.9,keyword
PF-346,saturated_fat,0.9,keyword
PF-346,sodium,0.9,keyword
PF-347,gluten_allergen,0.9,keyword
PF-347,rapid_carb,0.9,keyword
PF-347,saturated_fat,0.4,llm
PF-347,sesame_allergen,0.9,keyword
PF-347,sodium,0.9,keyword
PF-348,rapid_carb,0.9,keyword
PF-348,saturated_fat,0.9,keyword
PF-348,sesame_allergen,0.9,keyword
PF-348,sodium,0.9,keyword
PF-349,added_sugar,0.9,keyword
PF-349,nut_allergen,0.9,keyword
PF-349,rapid_carb,0.9,keyword
PF-349,saturated_fat,0.9,keyword
PF-349,sodium,0.9,keyword
PF-35,added_sugar,0.9,keyword
PF-35,gluten_allergen,0.9,keyword
PF-35,milk_allergen,0.9,keyword
PF-35,nut_allergen,0.9,keyword
PF-35,rapid_carb,0.9,keyword
PF-35,saturated_fat,0.9,keyword
PF-35,sodium,0.9,keyword
PF-35,soy_allergen,0.9,keyword
PF-350,nut_allergen,0.9,keyword
PF-350,saturated_fat,0.4,llm
PF-350,sodium,0.9,keyword
PF-351,saturated_fat,0.9,keyword
PF-351,sesame_allergen,0.9,keyword
PF-351,sodium,0.9,keyword
PF-352,oxalate,0.9,keyword
PF-352,potassium,0.9,keyword
PF-352,saturated_fat,0.9,keyword
PF-352,sodium,0.9,keyword
PF-353,added_sugar,0.9,keyword
PF-353,potassium,0.9,keyword
PF-353,rapid_carb,0.9,keyword
PF-353,saturated_fat,0.9,keyword
PF-353,sodium,0.9,keyword
PF-354,gluten_allergen,0.9,keyword
PF-354,saturated_fat,0.4,llm
PF-354,sodium,0.9,keyword
PF-355,added_sugar,0.9,keyword
PF-355,gluten_allergen,0.9,keyword
PF-355,milk_allergen,0.9,keyword
PF-355,rapid_carb,0.9,keyword
PF-355,saturated_fat,0.8,llm
PF-355,sodium,0.9,keyword
PF-355,soy_allergen,0.9,keyword
PF-355,trans_fat,0.7,llm
PF-356,added_sugar,0.9,keyword
PF-356,milk_allergen,0.9,keyword
PF-356,saturated_fat,0.9,keyword
PF-357,added_sugar,0.9,keyword
PF-357,caffeine,0.3,llm
PF-357,gluten_allergen,0.9,keyword
PF-357,milk_allergen,0.9,keyword
PF-357,nut_allergen,0.9,keyword
PF-357,rapid_carb,0.9,keyword
PF-357,saturated_fat,0.9,keyword
PF-357,sodium,0.9,keyword
PF-357,soy_allergen,0.7,keyword
PF-358,added_sugar,0.9,keyword
PF-358,gluten_allergen,0.9,keyword
PF-358,milk_allergen,0.9,keyword
PF-358,nut_allergen,0.9,keyword
PF-358,rapid_carb,0.9,keyword
PF-358,saturated_fat,0.9,keyword
PF-358,sodium,0.9,keyword
PF-358,soy_allergen,0.9,keyword
PF-358,trans_fat,0.9,keyword
PF-359,added_sugar,0.9,keyword
PF-359,milk_allergen,0.9,keyword
PF-359,saturated_fat,0.9,keyword
PF-36,added_sugar,0.9,keyword
PF-36,gluten_allergen,0.9,keyword
PF-36,milk_allergen,0.9,keyword
PF-36,rapid_carb,0.9,keyword
PF-36,saturated_fat,0.9,keyword
PF-36,sodium,0.9,keyword
PF-360,added_sugar,0.9,keyword
PF-360,gluten_allergen,0.9,keyword
PF-360,milk_allergen,0.9,keyword
PF-360,rapid_carb,0.9,keyword
PF-360,saturated_fat,0.9,keyword
PF-361,added_sugar,0.9,keyword
PF-361,milk_allergen,0.9,keyword
PF-361,saturated_fat,0.9,keyword
PF-362,added_sugar,0.9,keyword
PF-362,milk_allergen,0.9,keyword
PF-362,nut_allergen,0.9,keyword
PF-362,potassium,0.9,keyword
PF-362,saturated_fat,0.9,keyword
PF-363,added_sugar,0.9,keyword
PF-363,milk_allergen,0.9,keyword
PF-363,saturated_fat,0.9,keyword
PF-364,added_sugar,0.9,keyword
PF-364,gluten_allergen,0.9,keyword
PF-364,milk_allergen,0.9,keyword
PF-364,nut_allergen,0.9,keyword
PF-364,rapid_carb,0.9,keyword
PF-364,saturated_fat,0.9,keyword
PF-364,sodium,0.9,keyword
PF-364,soy_allergen,0.7,keyword
PF-365,added_sugar,0.9,keyword
PF-365,gluten_allergen,0.9,keyword
PF-365,milk_allergen,0.9,keyword
PF-365,rapid_carb,0.9,keyword
PF-365,saturated_fat,0.9,keyword
PF-365,sodium,0.9,keyword
PF-366,added_sugar,0.9,keyword
PF-366,gluten_allergen,0.9,keyword
PF-366,milk_allergen,0.9,keyword
PF-366,rapid_carb,0.9,keyword
PF-366,saturated_fat,0.9,keyword
PF-366,sodium,0.9,keyword
PF-367,added_sugar,0.9,keyword
PF-367,milk_allergen,0.9,keyword
PF-367,nut_allergen,0.9,keyword
PF-367,potassium,0.9,keyword
PF-367,soy_allergen,0.9,keyword
PF-367,trans_fat,0.9,keyword
PF-368,added_sugar,0.9,keyword
PF-368,gluten_allergen,0.9,keyword
PF-368,milk_allergen,0.9,keyword
PF-368,rapid_carb,0.9,keyword
PF-368,saturated_fat,0.9,keyword
PF-368,sodium,0.9,keyword
PF-369,caffeine,0.9,keyword
PF-369,nut_allergen,0.9,keyword
PF-369,potassium,0.9,keyword
PF-369,sodium,0.9,keyword
PF-37,added_sugar,0.9,keyword
PF-37,gluten_allergen,0.9,keyword
PF-37,milk_allergen,0.9,keyword
PF-37,nut_allergen,0.9,keyword
PF-37,rapid_carb,0.9,keyword
PF-37,saturated_fat,0.9,keyword
PF-37,sodium,0.9,keyword
PF-370,added_sugar,0.9,keyword
PF-370,milk_allergen,0.9,keyword
PF-370,nut_allergen,0.9,keyword
PF-370,saturated_fat,0.9,keyword
PF-370,sodium,0.9,keyword
PF-371,added_sugar,0.9,keyword
PF-371,milk_allergen,0.9,keyword
PF-371,saturated_fat,0.8,llm
PF-371,soy_allergen,0.9,keyword
PF-371,trans_fat,0.7,llm
PF-372,added_sugar,0.9,keyword
PF-372,milk_allergen,0.9,keyword
PF-372,nut_allergen,0.9,keyword
PF-372,rapid_carb,0.9,keyword
PF-372,saturated_fat,0.9,keyword
PF-372,sodium,0.9,keyword
PF-372,trans_fat,0.9,keyword
PF-373,added_sugar,0.9,keyword
PF-373,gluten_allergen,0.9,keyword
PF-373,milk_allergen,0.9,keyword
PF-373,nut_allergen,0.9,keyword
PF-373,rapid_carb,0.9,keyword
PF-373,saturated_fat,0.9,keyword
PF-373,sodium,0.9,keyword
PF-374,added_sugar,0.9,keyword
PF-374,milk_allergen,0.9,keyword
PF-374,saturated_fat,0.9,keyword
PF-375,added_sugar,0.9,keyword
PF-375,gluten_allergen,0.9,keyword
PF-375,milk_allergen,0.9,keyword
PF-375,rapid_carb,0.9,keyword
PF-375,saturated_fat,0.9,keyword
PF-376,added_sugar,0.9,keyword
PF-376,milk_allergen,0.9,keyword
PF-376,nut_allergen,0.9,keyword
PF-376,rapid_carb,0.9,keyword
PF-376,saturated_fat,0.9,keyword
PF-377,added_sugar,0.9,keyword
PF-377,milk_allergen,0.9,keyword
PF-377,saturated_fat,0.9,keyword
PF-378,added_sugar,0.9,keyword
PF-378,caffeine,0.3,llm
PF-378,saturated_fat,0.9,keyword
PF-378,soy_allergen,0.7,keyword
PF-379,added_sugar,0.9,keyword
PF-379,milk_allergen,0.9,keyword
PF-379,saturated_fat,0.9,keyword
PF-38,added_sugar,0.9,keyword
PF-38,gluten_allergen,0.9,keyword
PF-38,milk_allergen,0.9,keyword
PF-38,nut_allergen,0.9,keyword
PF-38,rapid_carb,0.9,keyword
PF-38,saturated_fat,0.9,keyword
PF-38,sodium,0.9,keyword
PF-380,added_sugar,0.9,keyword
PF-380,milk_allergen,0.9,keyword
PF-380,saturated_fat,0.9,keyword
PF-381,added_sugar,0.9,keyword
PF-381,gluten_allergen,0.9,keyword
PF-381,milk_allergen,0.9,keyword
PF-381,rapid_carb,0.9,keyword
PF-381,saturated_fat,0.9,keyword
PF-381,sodium,0.9,keyword
PF-381,soy_allergen,0.9,keyword
PF-381,trans_fat,0.7,llm
PF-382,added_sugar,0.9,keyword
PF-382,milk_allergen,0.9,keyword
PF-382,saturated_fat,0.9,keyword
PF-383,added_sugar,0.9,keyword
PF-383,gluten_allergen,0.9,keyword
PF-383,milk_allergen,0.9,keyword
PF-383,saturated_fat,0.9,keyword
PF-383,soy_allergen,0.7,keyword
PF-384,added_sugar,0.9,keyword
PF-384,gluten_allergen,0.9,keyword
PF-384,milk_allergen,0.9,keyword
PF-384,saturated_fat,0.9,keyword
PF-385,added_sugar,0.9,keyword
PF-385,milk_allergen,0.9,keyword
PF-385,rapid_carb,0.9,keyword
PF-385,saturated_fat,0.9,keyword
PF-385,sodium,0.9,keyword
PF-386,added_sugar,0.9,keyword
PF-386,milk_allergen,0.9,keyword
PF-386,nut_allergen,0.9,keyword
PF-386,saturated_fat,0.9,keyword
PF-386,soy_allergen,0.9,keyword
PF-387,added_sugar,0.9,keyword
PF-387,saturated_fat,0.9,keyword
PF-388,added_sugar,0.9,keyword
PF-388,milk_allergen,0.9,keyword
PF-388,nut_allergen,0.9,keyword
PF-388,rapid_carb,0.9,keyword
PF-388,saturated_fat,0.9,keyword
PF-388,sodium,0.9,keyword
PF-389,added_sugar,0.9,keyword
PF-389,alcohol,0.9,keyword
PF-389,milk_allergen,0.9,keyword
PF-389,potassium,0.9,keyword
PF-389,saturated_fat,0.9,keyword
PF-39,added_sugar,0.9,keyword
PF-39,gluten_allergen,0.9,keyword
PF-39,rapid_carb,0.9,keyword
PF-39,saturated_fat,0.9,keyword
PF-39,sodium,0.9,keyword
PF-39,soy_allergen,0.9,keyword
PF-39,trans_fat,0.9,keyword
PF-390,added_sugar,0.9,keyword
PF-390,gluten_allergen,0.9,keyword
PF-390,milk_allergen,0.9,keyword
PF-390,rapid_carb,0.9,keyword
PF-390,saturated_fat,0.9,keyword
PF-390,sodium,0.9,keyword
PF-390,soy_allergen,0.9,keyword
PF-390,trans_fat,0.7,llm
PF-391,added_sugar,0.9,keyword
PF-391,milk_allergen,0.9,keyword
PF-391,rapid_carb,0.9,keyword
PF-391,saturated_fat,0.9,keyword
PF-391,sodium,0.9,keyword
PF-392,added_sugar,0.9,keyword
PF-392,milk_allergen,0.9,keyword
PF-392,nut_allergen,0.9,keyword
PF-392,saturated_fat,0.9,keyword
PF-393,added_sugar,0.9,keyword
PF-393,milk_allergen,0.9,keyword
PF-393,nut_allergen,0.9,keyword
PF-393,rapid_carb,0.9,keyword
PF-393,saturated_fat,0.9,keyword
PF-393,sesame_allergen,0.9,keyword
PF-393,sodium,0.9,keyword
PF-394,added_sugar,0.9,keyword
PF-394,gluten_allergen,0.9,keyword
PF-394,milk_allergen,0.9,keyword
PF-394,rapid_carb,0.9,keyword
PF-394,saturated_fat,0.9,keyword
PF-394,sodium,0.9,keyword
PF-394,trans_fat,0.7,llm
PF-395,added_sugar,0.9,keyword
PF-395,milk_allergen,0.9,keyword
PF-395,saturated_fat,0.9,keyword
PF-396,added_sugar,0.9,keyword
PF-396,nut_allergen,0.9,keyword
PF-396,potassium,0.9,keyword
PF-396,saturated_fat,0.9,keyword
PF-397,added_sugar,0.9,keyword
PF-397,gluten_allergen,0.9,keyword
PF-397,milk_allergen,0.9,keyword
PF-397,rapid_carb,0.9,keyword
PF-397,saturated_fat,0.9,keyword
PF-397,sodium,0.9,keyword
PF-398,added_sugar,0.9,keyword
PF-398,milk_allergen,0.9,keyword
PF-398,rapid_carb,0.9,keyword
PF-398,saturated_fat,0.9,keyword
PF-398,sodium,0.9,keyword
PF-398,trans_fat,0.9,keyword
PF-399,added_sugar,0.9,keyword
PF-399,milk_allergen,0.9,keyword
PF-399,nut_allergen,0.9,keyword
PF-399,rapid_carb,0.9,keyword
PF-399,saturated_fat,0.9,keyword
PF-399,soy_allergen,0.9,keyword
PF-399,trans_fat,0.9,keyword
PF-4,added_sugar,0.9,keyword
PF-4,gluten_allergen,0.9,keyword
PF-4,milk_allergen,0.9,keyword
PF-4,rapid_carb,0.9,keyword
PF-4,saturated_fat,0.9,keyword
PF-4,sodium,0.9,keyword
PF-4,soy_allergen,0.9,keyword
PF-4,trans_fat,0.9,keyword
PF-40,added_sugar,0.9,keyword
PF-40,gluten_allergen,0.9,keyword
PF-40,milk_allergen,0.9,keyword
PF-40,rapid_carb,0.9,keyword
PF-40,saturated_fat,0.9,keyword
PF-40,sodium,0.9,keyword
PF-40,soy_allergen,0.9,keyword
PF-400,added_sugar,0.9,keyword
PF-400,milk_allergen,0.9,keyword
PF-400,saturated_fat,0.9,keyword
PF-401,added_sugar,0.9,keyword
PF-401,milk_allergen,0.9,keyword
PF-401,nut_allergen,0.9,keyword
PF-401,potassium,0.4,llm
PF-401,saturated_fat,0.9,keyword
PF-401,sulphite_allergen,0.4,llm
PF-402,added_sugar,0.9,keyword
PF-402,milk_allergen,0.9,keyword
PF-402,nut_allergen,0.9,keyword
PF-402,potassium,0.9,keyword
PF-402,saturated_fat,0.9,keyword
PF-403,added_sugar,0.9,keyword
PF-403,saturated_fat,0.9,keyword
PF-404,added_sugar,0.9,keyword
PF-404,milk_allergen,0.9,keyword
PF-404,nut_allergen,0.9,keyword
PF-404,rapid_carb,0.9,keyword
PF-404,saturated_fat,0.9,keyword
PF-404,sodium,0.9,keyword
PF-404,soy_allergen,0.9,keyword
PF-405,added_sugar,0.9,keyword
PF-405,gluten_allergen,0.9,keyword
PF-405,milk_allergen,0.9,keyword
PF-405,rapid_carb,0.9,keyword
PF-405,trans_fat,0.9,keyword
PF-406,added_sugar,0.9,keyword
PF-406,milk_allergen,0.9,keyword
PF-406,saturated_fat,0.9,keyword
PF-407,added_sugar,0.9,keyword
PF-407,milk_allergen,0.9,keyword
PF-407,saturated_fat,0.9,keyword
PF-408,saturated_fat,0.9,keyword
PF-409,added_sugar,0.9,keyword
PF-409,milk_allergen,0.9,keyword
PF-409,rapid_carb,0.9,keyword
PF-409,saturated_fat,0.9,keyword
PF-409,sodium,0.9,keyword
PF-41,added_sugar,0.9,keyword
PF-41,gluten_allergen,0.9,keyword
PF-41,milk_allergen,0.9,keyword
PF-41,rapid_carb,0.9,keyword
PF-41,saturated_fat,0.7,llm
PF-41,sodium,0.9,keyword
PF-41,trans_fat,0.7,llm
PF-410,added_sugar,0.9,keyword
PF-410,gluten_allergen,0.7,llm
PF-410,milk_allergen,0.9,keyword
PF-410,rapid_carb,0.7,llm
PF-410,saturated_fat,0.9,keyword
PF-410,trans_fat,0.9,keyword
PF-411,added_sugar,0.9,keyword
PF-411,gluten_allergen,0.9,keyword
PF-411,milk_allergen,0.9,keyword
PF-411,rapid_carb,0.9,keyword
PF-411,saturated_fat,0.9,keyword
PF-411,sodium,0.9,keyword
PF-412,added_sugar,0.9,keyword
PF-412,gluten_allergen,0.9,keyword
PF-412,milk_allergen,0.9,keyword
PF-412,nut_allergen,0.9,keyword
PF-412,rapid_carb,0.9,keyword
PF-412,saturated_fat,0.9,keyword
PF-413,added_sugar,0.9,keyword
PF-413,milk_allergen,0.9,keyword
PF-413,nut_allergen,0.9,keyword
PF-413,saturated_fat,0.9,keyword
PF-414,added_sugar,0.9,keyword
PF-414,milk_allergen,0.9,keyword
PF-414,rapid_carb,0.9,keyword
PF-414,saturated_fat,0.9,keyword
PF-414,sodium,0.9,keyword
PF-415,added_sugar,0.9,keyword
PF-415,milk_allergen,0.9,keyword
PF-415,saturated_fat,0.9,keyword
PF-416,added_sugar,0.9,keyword
PF-416,milk_allergen,0.9,keyword
PF-416,saturated_fat,0.9,keyword
PF-417,saturated_fat,0.8,llm
PF-418,added_sugar,0.9,keyword
PF-418,caffeine,0.3,llm
PF-418,nut_allergen,0.9,keyword
PF-418,saturated_fat,0.9,keyword
PF-419,added_sugar,0.9,keyword
PF-419,caffeine,0.3,llm
PF-419,saturated_fat,0.9,keyword
PF-42,added_sugar,0.9,keyword
PF-42,gluten_allergen,0.9,keyword
PF-42,milk_allergen,0.9,keyword
PF-42,rapid_carb,0.9,keyword
PF-42,saturated_fat,0.4,llm
PF-42,sodium,0.9,keyword
PF-42,soy_allergen,0.9,keyword
PF-420,added_sugar,0.9,keyword
PF-420,caffeine,0.3,llm
PF-420,milk_allergen,0.9,keyword
PF-420,nut_allergen,0.9,keyword
PF-420,potassium,0.9,keyword
PF-420,saturated_fat,0.9,keyword
PF-421,added_sugar,0.9,keyword
PF-421,milk_allergen,0.9,keyword
PF-421,trans_fat,0.9,keyword
PF-422,added_sugar,0.9,keyword
PF-422,caffeine,0.3,llm
PF-422,saturated_fat,0.9,keyword
PF-423,nut_allergen,0.9,keyword
PF-423,saturated_fat,0.8,llm
PF-423,soy_allergen,0.9,keyword
PF-424,added_sugar,0.9,keyword
PF-424,caffeine,0.3,llm
PF-424,saturated_fat,0.9,keyword
PF-425,saturated_fat,0.8,llm
PF-425,soy_allergen,0.9,keyword
PF-426,added_sugar,0.9,keyword
PF-426,caffeine,0.3,llm
PF-426,egg_allergen,0.9,keyword
PF-426,milk_allergen,0.9,keyword
PF-426,nut_allergen,0.9,keyword
PF-426,saturated_fat,0.9,keyword
PF-426,soy_allergen,0.9,keyword
PF-427,added_sugar,0.9,keyword
PF-427,saturated_fat,0.9,keyword
PF-427,sodium,0.9,keyword
PF-428,added_sugar,0.9,keyword
PF-428,caffeine,0.3,llm
PF-428,nut_allergen,0.9,keyword
PF-428,saturated_fat,0.9,keyword
PF-429,caffeine,0.3,llm
PF-429,potassium,0.9,keyword
PF-429,saturated_fat,0.9,keyword
PF-43,added_sugar,0.9,keyword
PF-43,gluten_allergen,0.9,keyword
PF-43,milk_allergen,0.9,keyword
PF-43,nut_allergen,0.9,keyword
PF-43,rapid_carb,0.9,keyword
PF-43,sesame_allergen,0.9,keyword
PF-43,sodium,0.9,keyword
PF-43,soy_allergen,0.9,keyword
PF-43,trans_fat,0.9,keyword
